State,Species,Endangerment,NaturaDB
Mecklenburg-Western Pomerania,Nuphar pumila,1,not in naturadb
Mecklenburg-Western Pomerania,Odontites litoralis,1,not in naturadb
Mecklenburg-Western Pomerania,Odontites vernus,2,not in naturadb
Mecklenburg-Western Pomerania,Oenanthe fistulosa,2,not in naturadb
Mecklenburg-Western Pomerania,Ophioglossum vulgatum,2,not in naturadb
Mecklenburg-Western Pomerania,Ophrys apifera,0,not in naturadb
Mecklenburg-Western Pomerania,Ophrys insectifera,1,not in naturadb
Mecklenburg-Western Pomerania,Orchis coriophora,0,not in naturadb
Mecklenburg-Western Pomerania,Orchis militaris,1,not in naturadb
Mecklenburg-Western Pomerania,Orchis morio,1,not in naturadb
Mecklenburg-Western Pomerania,Orchis palustris,1,not in naturadb
Mecklenburg-Western Pomerania,Orchis purpurea,R,not in naturadb
Mecklenburg-Western Pomerania,Orchis tridentata,0,not in naturadb
Mecklenburg-Western Pomerania,Orobanche alba,0,not in naturadb
Mecklenburg-Western Pomerania,Orobanche alsatica ssp. libanotides,1,not in naturadb
Mecklenburg-Western Pomerania,Orobanche arenaria,1,not in naturadb
Mecklenburg-Western Pomerania,Orobanche bohemica,1,not in naturadb
Mecklenburg-Western Pomerania,Orobanche caryophyllacea,2,not in naturadb
Mecklenburg-Western Pomerania,Orobanche elatior,R,not in naturadb
Mecklenburg-Western Pomerania,Orobanche picridis,1,not in naturadb
Mecklenburg-Western Pomerania,Orobanche purpurea,2,not in naturadb
Mecklenburg-Western Pomerania,Orobanche ramosa,0,not in naturadb
Mecklenburg-Western Pomerania,Orobanche reticulata,1,not in naturadb
Mecklenburg-Western Pomerania,Orthilia secunda,3,not in naturadb
Mecklenburg-Western Pomerania,Panicum riparium,R,not in naturadb
Mecklenburg-Western Pomerania,Parapholis strigosa,2,not in naturadb
Mecklenburg-Western Pomerania,Parietaria officinalis,2,not in naturadb
Mecklenburg-Western Pomerania,Parnassia palustris,2,not in naturadb
Mecklenburg-Western Pomerania,Pedicularis palustris ssp. opsiantha,0,not in naturadb
Mecklenburg-Western Pomerania,Pedicularis palustris ssp. palustris,2,not in naturadb
Mecklenburg-Western Pomerania,Pedicularis sceptrum-carolinum,0,not in naturadb
Mecklenburg-Western Pomerania,Pedicularis sylvatica,1,not in naturadb
Mecklenburg-Western Pomerania,Peplis portula,3,not in naturadb
Mecklenburg-Western Pomerania,Phleum arenarium,2,not in naturadb
Mecklenburg-Western Pomerania,Phyllitis scolopendrium,R,not in naturadb
Mecklenburg-Western Pomerania,Pilularia globulifera,1,not in naturadb
Mecklenburg-Western Pomerania,Pinguicula vulgaris,2,not in naturadb
Mecklenburg-Western Pomerania,Plantago arenaria,1,not in naturadb
Mecklenburg-Western Pomerania,Plantago maritima,3,not in naturadb
Mecklenburg-Western Pomerania,Poa bulbosa,1,not in naturadb
Mecklenburg-Western Pomerania,Polycnemum arvense,0,not in naturadb
Mecklenburg-Western Pomerania,Polygala amarella,1,not in naturadb
Mecklenburg-Western Pomerania,Polygala serpyllifolia,0,not in naturadb
Mecklenburg-Western Pomerania,Persicaria lapathifolia ssp. brittingeri,R,not in naturadb
Mecklenburg-Western Pomerania,Polygonum oxyspermum ssp. oxyspermum,0,not in naturadb
Mecklenburg-Western Pomerania,Potamogeton acutifolius,2,not in naturadb
Mecklenburg-Western Pomerania,Potamogeton alpinus,3,not in naturadb
Mecklenburg-Western Pomerania,Potamogeton x angustifolius,1,not in naturadb
Mecklenburg-Western Pomerania,Potamogeton berchtoldii,3,not in naturadb
Mecklenburg-Western Pomerania,Potamogeton coloratus,0,not in naturadb
Mecklenburg-Western Pomerania,Potamogeton compressus,2,not in naturadb
Mecklenburg-Western Pomerania,Potamogeton filiformis,1,not in naturadb
Mecklenburg-Western Pomerania,Potamogeton friesii,2,not in naturadb
Mecklenburg-Western Pomerania,Potamogeton gramineus,2,not in naturadb
Mecklenburg-Western Pomerania,Potamogeton nodosus,0,not in naturadb
Mecklenburg-Western Pomerania,Potamogeton obtusifolius,2,not in naturadb
Mecklenburg-Western Pomerania,Potamogeton polygonifolius,1,not in naturadb
Mecklenburg-Western Pomerania,Potamogeton praelongus,2,not in naturadb
Mecklenburg-Western Pomerania,Potamogeton pusillus,3,not in naturadb
Mecklenburg-Western Pomerania,Potamogeton rutilus,0,not in naturadb
Mecklenburg-Western Pomerania,Potamogeton trichoides,2,not in naturadb
Mecklenburg-Western Pomerania,Potamogeton x nitens,1,not in naturadb
Mecklenburg-Western Pomerania,Potamogeton x salicifolius,R,not in naturadb
Mecklenburg-Western Pomerania,Potentilla heptaphylla,3,not in naturadb
Mecklenburg-Western Pomerania,Potentilla inclinata,1,not in naturadb
Mecklenburg-Western Pomerania,Potentilla norvegica,1,not in naturadb
Mecklenburg-Western Pomerania,Potentilla supina,1,not in naturadb
Mecklenburg-Western Pomerania,Potentilla tabernaemontani,2,not in naturadb
Mecklenburg-Western Pomerania,Potentilla wismariensis,1,not in naturadb
Mecklenburg-Western Pomerania,Prunella laciniata,1,not in naturadb
Mecklenburg-Western Pomerania,Pseudognaphalium luteoalbum,1,not in naturadb
Mecklenburg-Western Pomerania,Pseudolysimachion spicatum,3,not in naturadb
Mecklenburg-Western Pomerania,Puccinellia capillaris,2,not in naturadb
Mecklenburg-Western Pomerania,Pulicaria vulgaris,3,not in naturadb
Mecklenburg-Western Pomerania,Pulsatilla vernalis,0,not in naturadb
Mecklenburg-Western Pomerania,Pyrola chlorantha,2,not in naturadb
Mecklenburg-Western Pomerania,Pyrola media,0,not in naturadb
Mecklenburg-Western Pomerania,Pyrola minor,V,not in naturadb
Mecklenburg-Western Pomerania,Pyrola rotundifolia,2,not in naturadb
Mecklenburg-Western Pomerania,Radiola linoides,1,not in naturadb
Mecklenburg-Western Pomerania,Ranunculus auricomus,V,not in naturadb
Mecklenburg-Western Pomerania,Ranunculus hederaceus,0,not in naturadb
Mecklenburg-Western Pomerania,Ranunculus peltatus ssp. baudotii,3,not in naturadb
Mecklenburg-Western Pomerania,Ranunculus peltatus ssp. peltatus,3,not in naturadb
Mecklenburg-Western Pomerania,Ranunculus penicillatus,2,not in naturadb
Mecklenburg-Western Pomerania,Ranunculus reptans,1,not in naturadb
Mecklenburg-Western Pomerania,Ranunculus sardous,2,not in naturadb
Mecklenburg-Western Pomerania,Ranunculus trichophyllus ssp. trichophyllus,2,not in naturadb
Mecklenburg-Western Pomerania,Rhinanthus angustifolius ssp. arenarius,0,not in naturadb
Mecklenburg-Western Pomerania,Rhinanthus angustifolius ssp. grandiflorus,2,not in naturadb
Mecklenburg-Western Pomerania,Rhinanthus angustifolius ssp. halophilus,1,not in naturadb
Mecklenburg-Western Pomerania,Rhynchospora alba,2,not in naturadb
Mecklenburg-Western Pomerania,Rhynchospora fusca,1,not in naturadb
Mecklenburg-Western Pomerania,Ribes spicatum,R,not in naturadb
Mecklenburg-Western Pomerania,Rosa caesia,3,not in naturadb
Mecklenburg-Western Pomerania,Rosa columnifera,3,not in naturadb
Mecklenburg-Western Pomerania,Rosa inodora,3,not in naturadb
Mecklenburg-Western Pomerania,Rosa pseudoscabriuscula,3,not in naturadb
Mecklenburg-Western Pomerania,Rosa x alba,R,not in naturadb
Mecklenburg-Western Pomerania,Rubus bifrons,R,not in naturadb
Mecklenburg-Western Pomerania,Rubus cardiophyllus,1,not in naturadb
Mecklenburg-Western Pomerania,Rubus chloocladus,R,not in naturadb
Mecklenburg-Western Pomerania,Rubus cimbricus,R,not in naturadb
Mecklenburg-Western Pomerania,Rubus darssensis,R,not in naturadb
Mecklenburg-Western Pomerania,Rubus egregius,R,not in naturadb
Mecklenburg-Western Pomerania,Rubus egregiusculus,1,not in naturadb
Mecklenburg-Western Pomerania,Rubus flexuosus,R,not in naturadb
Mecklenburg-Western Pomerania,Rubus glauciformis,1,not in naturadb
Mecklenburg-Western Pomerania,Rubus hallandicus,R,not in naturadb
Mecklenburg-Western Pomerania,Rubus koehleri,R,not in naturadb
Mecklenburg-Western Pomerania,Rubus lobatidens,R,not in naturadb
Mecklenburg-Western Pomerania,Rubus luminosus,R,not in naturadb
Mecklenburg-Western Pomerania,Rubus macranthelos,1,not in naturadb
Mecklenburg-Western Pomerania,Rubus macrophyllus,1,not in naturadb
Mecklenburg-Western Pomerania,Rubus macrothyrsus,R,not in naturadb
Mecklenburg-Western Pomerania,Rubus maximus,1,not in naturadb
Mecklenburg-Western Pomerania,Rubus opacus,R,not in naturadb
Mecklenburg-Western Pomerania,Rubus orthostachys,R,not in naturadb
Mecklenburg-Western Pomerania,Rubus pervirescens,R,not in naturadb
Mecklenburg-Western Pomerania,Rubus platyacanthus,R,not in naturadb
Mecklenburg-Western Pomerania,Rubus schlechtendalii,R,not in naturadb
Mecklenburg-Western Pomerania,Rubus scissus,0,not in naturadb
Mecklenburg-Western Pomerania,Rubus siekensis,R,not in naturadb
Mecklenburg-Western Pomerania,Rubus stormanicus,1,not in naturadb
Mecklenburg-Western Pomerania,Rubus tiliaster,1,not in naturadb
Mecklenburg-Western Pomerania,Rubus vigorosus,R,not in naturadb
Mecklenburg-Western Pomerania,Rumex palustris,V,not in naturadb
Mecklenburg-Western Pomerania,Sagina apetala,1,not in naturadb
Mecklenburg-Western Pomerania,Sagina maritima,2,not in naturadb
Mecklenburg-Western Pomerania,Sagina micropetala,2,not in naturadb
Mecklenburg-Western Pomerania,Salicornia europaea ssp. europaea,3,not in naturadb
Mecklenburg-Western Pomerania,Salix myrsinifolia,0,not in naturadb
Mecklenburg-Western Pomerania,Samolus valerandi,V,not in naturadb
Mecklenburg-Western Pomerania,Saxifraga hirculus,0,not in naturadb
Mecklenburg-Western Pomerania,Saxifraga tridactylites,V,not in naturadb
Mecklenburg-Western Pomerania,Scheuchzeria palustris,2,not in naturadb
Mecklenburg-Western Pomerania,Schoenoplectus pungens,R,not in naturadb
Mecklenburg-Western Pomerania,Schoenus ferrugineus,1,not in naturadb
Mecklenburg-Western Pomerania,Scirpus radicans,0,not in naturadb
Mecklenburg-Western Pomerania,Scleranthus annuus,V,not in naturadb
Mecklenburg-Western Pomerania,Scleranthus polycarpos,3,not in naturadb
Mecklenburg-Western Pomerania,Scolochloa festucacea,1,not in naturadb
Mecklenburg-Western Pomerania,Scopolia carniolica,1,not in naturadb
Mecklenburg-Western Pomerania,Scutellaria hastifolia,2,not in naturadb
Mecklenburg-Western Pomerania,Senecio erraticus,2,not in naturadb
Mecklenburg-Western Pomerania,Sesamoides pygmaea,1,not in naturadb
Mecklenburg-Western Pomerania,Setaria pumila,V,not in naturadb
Mecklenburg-Western Pomerania,Sigesbeckia serrata,1,not in naturadb
Mecklenburg-Western Pomerania,Silene chlorantha,0,not in naturadb
Mecklenburg-Western Pomerania,Silene conica,3,not in naturadb
Mecklenburg-Western Pomerania,Silene dichotoma,1,not in naturadb
Mecklenburg-Western Pomerania,Silene viscosa,1,not in naturadb
Mecklenburg-Western Pomerania,Sparganium natans,2,not in naturadb
Mecklenburg-Western Pomerania,Spergula pentandra,1,not in naturadb
Mecklenburg-Western Pomerania,Spergularia echinosperma,R,not in naturadb
Mecklenburg-Western Pomerania,Spiranthes spiralis,0,not in naturadb
Mecklenburg-Western Pomerania,Stachys annua,1,not in naturadb
Mecklenburg-Western Pomerania,Stachys arvensis,1,not in naturadb
Mecklenburg-Western Pomerania,Stellaria crassifolia,0,not in naturadb
Mecklenburg-Western Pomerania,Stellaria palustris,3,not in naturadb
Mecklenburg-Western Pomerania,Stipa borsysthenica ssp. borsysthenica,1,not in naturadb
Mecklenburg-Western Pomerania,Suaeda maritima,3,not in naturadb
Mecklenburg-Western Pomerania,Swertia perennis ssp. perennis,1,not in naturadb
Mecklenburg-Western Pomerania,Symphytum asperum,R,not in naturadb
Mecklenburg-Western Pomerania,Symphytum orientale,1,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum ancoriferum,1,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum balticum,3,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum bavaricum,1,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum brandenburgicum,1,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum dissimile,0,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum euryphyllum,1,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum geminidentatum,1,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum laetum,1,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum leptoglotte,1,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum litorale,1,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum maculigerum,1,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum madidum,1,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum nordstedtii,2,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum obliquum,0,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum paucilobum,1,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum platyglossum,2,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum rubrisquameum,1,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum subalpinum,2,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum subdolum,0,not in naturadb
Mecklenburg-Western Pomerania,Taraxacum trilobifolium,1,not in naturadb
Mecklenburg-Western Pomerania,Teesdalia nudicaulis,V,not in naturadb
Mecklenburg-Western Pomerania,Thesium ebracteatum,0,not in naturadb
Mecklenburg-Western Pomerania,Thesium linophyllon,1,not in naturadb
Mecklenburg-Western Pomerania,Thlaspi perfoliatum,1,not in naturadb
Mecklenburg-Western Pomerania,Trichophorum alpinum,1,not in naturadb
Mecklenburg-Western Pomerania,Trifolium aureum,2,not in naturadb
Mecklenburg-Western Pomerania,Trifolium fragiferum,V,not in naturadb
Mecklenburg-Western Pomerania,Trifolium striatum,2,not in naturadb
Mecklenburg-Western Pomerania,Triglochin palustre,3,not in naturadb
Mecklenburg-Western Pomerania,Urtica kioviensis,R,not in naturadb
Mecklenburg-Western Pomerania,Utricularia australis,1,not in naturadb
Mecklenburg-Western Pomerania,Utricularia intermedia,2,not in naturadb
Mecklenburg-Western Pomerania,Utricularia minor,2,not in naturadb
Mecklenburg-Western Pomerania,Vaccinium oxycoccus,V,not in naturadb
Mecklenburg-Western Pomerania,Valeriana pratensis,R,not in naturadb
Mecklenburg-Western Pomerania,Valerianella dentata,2,not in naturadb
Mecklenburg-Western Pomerania,Valerianella rimosa,0,not in naturadb
Mecklenburg-Western Pomerania,Veronica agrestis,V,not in naturadb
Mecklenburg-Western Pomerania,Veronica dillenii,2,not in naturadb
Mecklenburg-Western Pomerania,Veronica hederifolia,V,not in naturadb
Mecklenburg-Western Pomerania,Veronica opaca,1,not in naturadb
Mecklenburg-Western Pomerania,Veronica polita,1,not in naturadb
Mecklenburg-Western Pomerania,Veronica praecox,1,not in naturadb
Mecklenburg-Western Pomerania,Veronica scutellata,3,not in naturadb
Mecklenburg-Western Pomerania,Veronica triphyllos,V,not in naturadb
Mecklenburg-Western Pomerania,Veronica verna,3,not in naturadb
Mecklenburg-Western Pomerania,Vicia lathyroides,V,not in naturadb
Mecklenburg-Western Pomerania,Viola epipsila,1,not in naturadb
Mecklenburg-Western Pomerania,Viola mirabilis,1,not in naturadb
Mecklenburg-Western Pomerania,Viola stagnina,1,not in naturadb
Mecklenburg-Western Pomerania,Viscum laxum ssp. laxum,2,not in naturadb
Mecklenburg-Western Pomerania,Xanthium strumarium,0,not in naturadb
Mecklenburg-Western Pomerania,Zostera noltii,2,not in naturadb
North Rhine-Westphalia,Adonis flammea,0,not in naturadb
North Rhine-Westphalia,Agrostis canina,V,not in naturadb
North Rhine-Westphalia,Aira caryophyllea,3,not in naturadb
North Rhine-Westphalia,Aira praecox,3,not in naturadb
North Rhine-Westphalia,Ajuga pyramidalis,2,not in naturadb
North Rhine-Westphalia,Alchemilla baltica,G,not in naturadb
North Rhine-Westphalia,Alchemilla cymatophylla,G,not in naturadb
North Rhine-Westphalia,Alchemilla plicata,1,not in naturadb
North Rhine-Westphalia,Alchemilla connivens,0,not in naturadb
North Rhine-Westphalia,Alchemilla filicaulis,3,not in naturadb
North Rhine-Westphalia,Alchemilla lunaria,2,not in naturadb
North Rhine-Westphalia,Alchemilla micans,3,not in naturadb
North Rhine-Westphalia,Alchemilla subcrenata,2,not in naturadb
North Rhine-Westphalia,Alisma gramineum,3,not in naturadb
North Rhine-Westphalia,Allium oleraceum,3,not in naturadb
North Rhine-Westphalia,Allium scorodoprasum,2,not in naturadb
North Rhine-Westphalia,Anagallis minima,2,not in naturadb
North Rhine-Westphalia,Androsace maxima,0,not in naturadb
North Rhine-Westphalia,Anthemis cotula,2,not in naturadb
North Rhine-Westphalia,Anthoxanthum aristatum,3,not in naturadb
North Rhine-Westphalia,Aphanes australis,3,not in naturadb
North Rhine-Westphalia,Arabidopsis arenosa ssp. borbasii,R,not in naturadb
North Rhine-Westphalia,Aristolochia clematitis,3,not in naturadb
North Rhine-Westphalia,Asperula arvensis,0,not in naturadb
North Rhine-Westphalia,Asplenium adiantum-nigrum,3,not in naturadb
North Rhine-Westphalia,Asplenium ceterach,3,not in naturadb
North Rhine-Westphalia,Asplenium septentrionale,2,not in naturadb
North Rhine-Westphalia,Asplenium viride,1,not in naturadb
North Rhine-Westphalia,Betonica officinalis,3,not in naturadb
North Rhine-Westphalia,Bidens cernua,3,not in naturadb
North Rhine-Westphalia,Bidens connata,G,not in naturadb
North Rhine-Westphalia,Blysmus compressus,1,not in naturadb
North Rhine-Westphalia,Bothriochloa ischoemum,0,not in naturadb
North Rhine-Westphalia,Botrychium matricariifolium,0,not in naturadb
North Rhine-Westphalia,Botrychium simplex,1,not in naturadb
North Rhine-Westphalia,Bromus arvensis ssp. arvensis,2,not in naturadb
North Rhine-Westphalia,Bromus commutatus ssp. commutatus,3,not in naturadb
North Rhine-Westphalia,Buglossoides arvensis,2,not in naturadb
North Rhine-Westphalia,Bunium bulbocastanum,3,not in naturadb
North Rhine-Westphalia,Calamintha menthifolia,3,not in naturadb
North Rhine-Westphalia,Calepina irregularis,2,not in naturadb
North Rhine-Westphalia,Callitriche hamulata,3,not in naturadb
North Rhine-Westphalia,Callitriche platycarpa,3,not in naturadb
North Rhine-Westphalia,Callitriche stagnalis,3,not in naturadb
North Rhine-Westphalia,Camelina alyssum,0,not in naturadb
North Rhine-Westphalia,Cardamine dentata,G,not in naturadb
North Rhine-Westphalia,Carex appropinquata,2,not in naturadb
North Rhine-Westphalia,Carex aquatilis,0,not in naturadb
North Rhine-Westphalia,Carex cespitosa,0,not in naturadb
North Rhine-Westphalia,Carex demissa,V,not in naturadb
North Rhine-Westphalia,Carex dioica,0,not in naturadb
North Rhine-Westphalia,Carex echinata,3,not in naturadb
North Rhine-Westphalia,Carex hartmaniorum,0,not in naturadb
North Rhine-Westphalia,Carex pauciflora,0,not in naturadb
North Rhine-Westphalia,Carex pseudobrizoides,2,not in naturadb
North Rhine-Westphalia,Carex strigosa,3,not in naturadb
North Rhine-Westphalia,Carex vesicaria,3,not in naturadb
North Rhine-Westphalia,Carum verticillatum,0,not in naturadb
North Rhine-Westphalia,Catabrosa aquatica,2,not in naturadb
North Rhine-Westphalia,Centaurium pulchellum,3,not in naturadb
North Rhine-Westphalia,Cephalanthera longifolia,2,not in naturadb
North Rhine-Westphalia,Cephalanthera rubra,3,not in naturadb
North Rhine-Westphalia,Cerastium brachypetalum,3,not in naturadb
North Rhine-Westphalia,Cerastium pumilum,3,not in naturadb
North Rhine-Westphalia,Chenopodium murale,0,not in naturadb
North Rhine-Westphalia,Chenopodium opulifolium,0,not in naturadb
North Rhine-Westphalia,Chenopodium urbicum,0,not in naturadb
North Rhine-Westphalia,Chenopodium vulvaria,1,not in naturadb
North Rhine-Westphalia,Circaea alpina,3,not in naturadb
North Rhine-Westphalia,Cirsium dissectum,0,not in naturadb
North Rhine-Westphalia,Cochlearia pyrenaica,R,not in naturadb
North Rhine-Westphalia,Coeloglossum viride,2,not in naturadb
North Rhine-Westphalia,Conringia orientalis,1,not in naturadb
North Rhine-Westphalia,Corallorhiza trifida,1,not in naturadb
North Rhine-Westphalia,Corrigiola litoralis,3,not in naturadb
North Rhine-Westphalia,Crassula aquatica,0,not in naturadb
North Rhine-Westphalia,Crassula tillaea,0,not in naturadb
North Rhine-Westphalia,Crepis foetida,2,not in naturadb
North Rhine-Westphalia,Crepis praemorsa,2,not in naturadb
North Rhine-Westphalia,Cryptogramma crispa,1,not in naturadb
North Rhine-Westphalia,Cuscuta epilinum,0,not in naturadb
North Rhine-Westphalia,Cuscuta epithymum,2,not in naturadb
North Rhine-Westphalia,Cyperus flavescens,0,not in naturadb
North Rhine-Westphalia,Cypripedium calceolus,2,not in naturadb
North Rhine-Westphalia,Dactylorhiza ochroleuca,0,not in naturadb
North Rhine-Westphalia,Dactylorhiza sphagnicola,2,not in naturadb
North Rhine-Westphalia,Diphasiastrum alpinum,0,not in naturadb
North Rhine-Westphalia,Diphasiastrum complanatum,1,not in naturadb
North Rhine-Westphalia,Diphasiastrum issleri,0,not in naturadb
North Rhine-Westphalia,Diphasiastrum zeilleri,0,not in naturadb
North Rhine-Westphalia,Diplotaxis muralis,2,not in naturadb
North Rhine-Westphalia,Draba nemorosa,2,not in naturadb
North Rhine-Westphalia,Drosera anglica,0,not in naturadb
North Rhine-Westphalia,Dryopteris expansa,R,not in naturadb
North Rhine-Westphalia,Dryopteris oreades,1,not in naturadb
North Rhine-Westphalia,Elatine alsinastrum,0,not in naturadb
North Rhine-Westphalia,Elatine hydropiper,2,not in naturadb
North Rhine-Westphalia,Elatine triandra,2,not in naturadb
North Rhine-Westphalia,Eleocharis ovata,2,not in naturadb
North Rhine-Westphalia,Eleocharis mamillata ssp. austriaca,2,not in naturadb
North Rhine-Westphalia,Eleocharis mamillata ssp. mamillata,2,not in naturadb
North Rhine-Westphalia,Eleocharis uniglumis,2,not in naturadb
North Rhine-Westphalia,Elymus campestris,3,not in naturadb
North Rhine-Westphalia,Epipactis atrorubens,3,not in naturadb
North Rhine-Westphalia,Epipactis leptochila,2,not in naturadb
North Rhine-Westphalia,Epipactis microphylla,3,not in naturadb
North Rhine-Westphalia,Epipactis muelleri,3,not in naturadb
North Rhine-Westphalia,Epipactis neglecta,2,not in naturadb
North Rhine-Westphalia,Epipactis palustris,2,not in naturadb
North Rhine-Westphalia,Epipactis phyllanthes,1,not in naturadb
North Rhine-Westphalia,Epipactis purpurata,3,not in naturadb
North Rhine-Westphalia,Epipogium aphyllum,1,not in naturadb
North Rhine-Westphalia,Equisetum pratense,3,not in naturadb
North Rhine-Westphalia,Equisetum ramosissimum,2,not in naturadb
North Rhine-Westphalia,Equisetum ascendens,R,not in naturadb
North Rhine-Westphalia,Equisetum moorei,3,not in naturadb
North Rhine-Westphalia,Erysimum virgatum,2,not in naturadb
North Rhine-Westphalia,Euphorbia platyphyllos,2,not in naturadb
North Rhine-Westphalia,Euphorbia stricta,2,not in naturadb
North Rhine-Westphalia,Euphrasia micrantha,2,not in naturadb
North Rhine-Westphalia,Euphrasia nemorosa,3,not in naturadb
North Rhine-Westphalia,Euphrasia officinalis ssp. pratensis,3,not in naturadb
North Rhine-Westphalia,Festuca csikhegyensis,2,not in naturadb
North Rhine-Westphalia,Festuca heterophylla,2,not in naturadb
North Rhine-Westphalia,Festuca longifolia,2,not in naturadb
North Rhine-Westphalia,Festuca pallens,3,not in naturadb
North Rhine-Westphalia,Filago arvensis,2,not in naturadb
North Rhine-Westphalia,Filago gallica,0,not in naturadb
North Rhine-Westphalia,Filago lutescens,G,not in naturadb
North Rhine-Westphalia,Filago pyramidata,0,not in naturadb
North Rhine-Westphalia,Filago germanica,2,not in naturadb
North Rhine-Westphalia,Fourraea alpina,1,not in naturadb
North Rhine-Westphalia,Fumaria parviflora,2,not in naturadb
North Rhine-Westphalia,Fumaria vaillantii ssp. vaillantii,3,not in naturadb
North Rhine-Westphalia,Gagea pratensis,3,not in naturadb
North Rhine-Westphalia,Galium spurium ssp. infestum,2,not in naturadb
North Rhine-Westphalia,Galium spurium ssp. spurium,0,not in naturadb
North Rhine-Westphalia,Galium wirtgenii,0,not in naturadb
North Rhine-Westphalia,Gentianella uliginosa,0,not in naturadb
North Rhine-Westphalia,Gentianopsis ciliata,3,not in naturadb
North Rhine-Westphalia,Geranium lucidum,2,not in naturadb
North Rhine-Westphalia,Goodyera repens,3,not in naturadb
North Rhine-Westphalia,Groenlandia densa,2,not in naturadb
North Rhine-Westphalia,Gymnocarpium robertianum,3,not in naturadb
North Rhine-Westphalia,Hammarbya paludosa,1,not in naturadb
North Rhine-Westphalia,Helosciadium nodiflorum,2,not in naturadb
North Rhine-Westphalia,Hieracium amplexicaule,0,not in naturadb
North Rhine-Westphalia,Hieracium auriculoides,0,not in naturadb
North Rhine-Westphalia,Hieracium bifidum,0,not in naturadb
North Rhine-Westphalia,Hieracium calodon,1,not in naturadb
North Rhine-Westphalia,Hieracium compositum ssp. magnolianum,3,not in naturadb
North Rhine-Westphalia,Hieracium tubulatum,0,not in naturadb
North Rhine-Westphalia,Hieracium cymosum,3,not in naturadb
North Rhine-Westphalia,Hieracium densiflorum,1,not in naturadb
North Rhine-Westphalia,Hieracium duerkhemiense,0,not in naturadb
North Rhine-Westphalia,Hieracium flagellare,3,not in naturadb
North Rhine-Westphalia,Hieracium floribundum,2,not in naturadb
North Rhine-Westphalia,Hieracium glomeratum,1,not in naturadb
North Rhine-Westphalia,Hierarcium guthnickianum,G,not in naturadb
North Rhine-Westphalia,Hieracium heterodoxiforme,0,not in naturadb
North Rhine-Westphalia,Hieracium hypochoeroides ssp. guestphalicum,1,not in naturadb
North Rhine-Westphalia,Hieracium iseranum,2,not in naturadb
North Rhine-Westphalia,Hieracium canum,0,not in naturadb
North Rhine-Westphalia,Hieracium leptophyton,1,not in naturadb
North Rhine-Westphalia,Hieracium longiscapum ssp. spathophyllum,1,not in naturadb
North Rhine-Westphalia,Hieracium longisquamum,0,not in naturadb
North Rhine-Westphalia,Hieracium onosmoides,1,not in naturadb
North Rhine-Westphalia,Hieracium aridum,3,not in naturadb
North Rhine-Westphalia,Hieracium pilosellinum,0,not in naturadb
North Rhine-Westphalia,Hieracium polymastix,G,not in naturadb
North Rhine-Westphalia,Hieracium prussicum,3,not in naturadb
North Rhine-Westphalia,Hieracium saxifragum,0,not in naturadb
North Rhine-Westphalia,Hieracium schmidtii,2,not in naturadb
North Rhine-Westphalia,Hieracium schultesii,1,not in naturadb
North Rhine-Westphalia,Hieracium zizianum,2,not in naturadb
North Rhine-Westphalia,Holosteum umbellatum,3,not in naturadb
North Rhine-Westphalia,Hordeum secalinum,2,not in naturadb
North Rhine-Westphalia,Huperzia selago,2,not in naturadb
North Rhine-Westphalia,Hypopitys monotropa,3,not in naturadb
North Rhine-Westphalia,Illecebrum verticillatum,3,not in naturadb
North Rhine-Westphalia,Juncus alpinoarticulatus,2,not in naturadb
North Rhine-Westphalia,Juncus pygmaeus,0,not in naturadb
North Rhine-Westphalia,Juncus ranarius,G,not in naturadb
North Rhine-Westphalia,Kickxia elatine,3,not in naturadb
North Rhine-Westphalia,Lappula squarrosa,0,not in naturadb
North Rhine-Westphalia,Lathraea squamaria ssp. squamaria,3,not in naturadb
North Rhine-Westphalia,Lathyrus hirsutus,1,not in naturadb
North Rhine-Westphalia,Leersia oryzoides,2,not in naturadb
North Rhine-Westphalia,Lemna trisulca,3,not in naturadb
North Rhine-Westphalia,Lepidium coronopus,2,not in naturadb
North Rhine-Westphalia,Linaria arvensis,0,not in naturadb
North Rhine-Westphalia,Linum leonii,0,not in naturadb
North Rhine-Westphalia,Listera cordata,1,not in naturadb
North Rhine-Westphalia,Littorella uniflora,3,not in naturadb
