"Wissenschaftlicher Name","Deutscher Name","Produzent","URL"
"Anemone sylvestris","Großes Windröschen","Staudengärtnerei StaudenSpatz",NA
"Angelica archangelica","Echte Engelwurz","Staudengärtnerei StaudenSpatz",NA
"Angelica palustris","Sumpf-Engelwurz","Staudengärtnerei StaudenSpatz",NA
"Angelica sylvestris","Wald-Engelwurz,Wilde Engelswurz","Staudengärtnerei StaudenSpatz",NA
"Antennaria dioica","Gewöhnliche Katzenpfötchen","Staudengärtnerei StaudenSpatz",NA
"Anthemis arvensis","Acker-Hundskamille","Staudengärtnerei StaudenSpatz",NA
"Anthemis austriaca","Österreichische Hundskamille","Staudengärtnerei StaudenSpatz",NA
"Anthemis tinctoria","Färberkamille,Färber-Hundskamille","Staudengärtnerei StaudenSpatz",NA
"Anthericum liliago","Traubige Graslilie,Astlose Graslilie","Staudengärtnerei StaudenSpatz",NA
"Anthericum ramosum","Ästige Graslilie,Rispige Graslilie","Staudengärtnerei StaudenSpatz",NA
"Anthoxanthum odoratum","Gewöhnliches Ruchgras","Staudengärtnerei StaudenSpatz",NA
"Anthriscus cerefolium","Echter Kerbel","Staudengärtnerei StaudenSpatz",NA
"Anthyllis vulneraria","Gewöhnlicher Wundklee","Staudengärtnerei StaudenSpatz",NA
"Antirrhinum orontium","Acker-Löwenmaul","Staudengärtnerei StaudenSpatz",NA
"Apium graveolens","Sellerie","Staudengärtnerei StaudenSpatz",NA
"Apium nodiflorum","Knotenblütiger Sellerie,Sumpfschirm","Staudengärtnerei StaudenSpatz",NA
"Aquilegia atrata","Schwarzviolette Akelei","Staudengärtnerei StaudenSpatz",NA
"Aquilegia vulgaris","Gemeine Akelei","Staudengärtnerei StaudenSpatz",NA
"Arabis alpina","Alpen-Gänsekresse","Staudengärtnerei StaudenSpatz",NA
"Arabis hirsuta","Behaarte Gänsekresse,Rauhaarige Gänsekresse","Staudengärtnerei StaudenSpatz",NA
"Arctium tomentosum","Filz-Klette","Staudengärtnerei StaudenSpatz",NA
"Arctostaphylos uva-ursi","Echte Bärentraube","Staudengärtnerei StaudenSpatz",NA
"Armeria arenaria","Wegerich-Grasnelke","Staudengärtnerei StaudenSpatz",NA
"Armeria maritima","Strand-Grasnelke","Staudengärtnerei StaudenSpatz",NA
"Arnica montana","Echte Arnika","Staudengärtnerei StaudenSpatz",NA
"Artemisia absinthium","Echter Wermut,Absinth","Staudengärtnerei StaudenSpatz",NA
"Artemisia austriaca","Österreich-Wermut,Österreichischer Beifuß","Staudengärtnerei StaudenSpatz",NA
"Artemisia campestris","Feld-Beifuß","Staudengärtnerei StaudenSpatz",NA
"Artemisia maritima","Strand-Beifuß","Staudengärtnerei StaudenSpatz",NA
"Artemisia pontica","Pontischer Beifuß,Römischer Wermut","Staudengärtnerei StaudenSpatz",NA
"Artemisia scoparia","Besen-Beifuß","Staudengärtnerei StaudenSpatz",NA
"Artemisia verlotiorum","Verlotscher Beifuß","Staudengärtnerei StaudenSpatz",NA
"Arum maculatum","Gefleckter Aronstab","Staudengärtnerei StaudenSpatz",NA
"Aruncus dioicus","Wald-Geißbart","Staudengärtnerei StaudenSpatz",NA
"Asarum europaeum","Heimische Haselwurz,Gewöhnliche Haselwurz","Staudengärtnerei StaudenSpatz",NA
"Asclepias syriaca","Gewöhnliche Seidenpflanze","Staudengärtnerei StaudenSpatz",NA
"Asperula cynanchica","Hügel-Meier","Staudengärtnerei StaudenSpatz",NA
"Asperula tinctoria","Färber-Meier","Staudengärtnerei StaudenSpatz",NA
"Asplenium ruta-muraria","Mauer-Streifenfarn,Mauerraute","Staudengärtnerei StaudenSpatz",NA
"Asplenium scolopendrium","Hirschzungenfarn,Hirschzunge","Staudengärtnerei StaudenSpatz",NA
"Asplenium trichomanes","Braunstieliger Streifenfarn","Staudengärtnerei StaudenSpatz",NA
"Aster alpinus","Alpen-Aster","Staudengärtnerei StaudenSpatz",NA
"Aster amellus","Berg-Aster,Kalk-Aster","Staudengärtnerei StaudenSpatz",NA
"Aster bellidiastrum","Alpenmaßlieb","Staudengärtnerei StaudenSpatz",NA
"Aster linosyris","Goldhaar-Aster","Staudengärtnerei StaudenSpatz",NA
"Aster macrophyllus","Großblättrige Aster,Eurybia macrophylla","Staudengärtnerei StaudenSpatz",NA
"Astragalus alpinus","Alpen-Tragant","Staudengärtnerei StaudenSpatz",NA
"Astragalus cicer","Kicher-Tragant","Staudengärtnerei StaudenSpatz",NA
"Astragalus glycyphyllos","Bärenschote","Staudengärtnerei StaudenSpatz",NA
"Astrantia bavarica","Bayerische Sterndolde","Staudengärtnerei StaudenSpatz",NA
"Astrantia major","Große Sterndolde","Staudengärtnerei StaudenSpatz",NA
"Athamanta cretensis","Alpen-Augenwurz,Zottige Augenwurz","Staudengärtnerei StaudenSpatz",NA
"Atriplex calotheca","Pfeilblättrige Melde","Staudengärtnerei StaudenSpatz",NA
"Azolla filiculoides","Großer Algenfarn,Farnähnlichee Algenfarn","Staudengärtnerei StaudenSpatz",NA
"Baldellia ranunculoides","Igelschlauch","Staudengärtnerei StaudenSpatz",NA
"Ballota nigra","Schwarznessel","Staudengärtnerei StaudenSpatz",NA
"Barbarea stricta","Steife Winterkresse,Steifes Barbarakraut","Staudengärtnerei StaudenSpatz",NA
"Barbarea vulgaris","Winterkresse,Barbarkraut","Staudengärtnerei StaudenSpatz",NA
"Bartsia alpina","Alpen-Bartschie,Alpenhelm","Staudengärtnerei StaudenSpatz",NA
"Berberis vulgaris","Berberitze,Sauerdorn","Staudengärtnerei StaudenSpatz",NA
"Berteroa incana","Graukresse","Staudengärtnerei StaudenSpatz",NA
"Berula erecta","Berle,Kleiner Merk, Schmalblättriger Merk","Staudengärtnerei StaudenSpatz",NA
"Betula humilis","Niedrige Birke","Staudengärtnerei StaudenSpatz",NA
"Betula nana","Zwerg-Birke","Staudengärtnerei StaudenSpatz",NA
"Betula pubescens","Moor-Birke","Staudengärtnerei StaudenSpatz",NA
"Bidens tripartita","Dreiteiliger Zweizahn","Staudengärtnerei StaudenSpatz",NA
"Biscutella laevigata","Glatt-Brillenschötchen","Staudengärtnerei StaudenSpatz",NA
"Bistorta officinalis","Schlangen-Wiesenknöterich","Staudengärtnerei StaudenSpatz",NA
"Blechnum spicant","Rippenfarn,Waldrippenfarn","Staudengärtnerei StaudenSpatz",NA
"Bolboschoenus maritimus","Gewöhnliche Strandsimse,Strandbinse","Staudengärtnerei StaudenSpatz",NA
"Brachypodium pinnatum","Fieder-Zwenke","Staudengärtnerei StaudenSpatz",NA
"Brachypodium sylvaticum","Wald-Zwenke","Staudengärtnerei StaudenSpatz",NA
"Brassica nigra","Schwarzer Senf","Staudengärtnerei StaudenSpatz",NA
"Briza media","Gewöhnliches Zittergras","Staudengärtnerei StaudenSpatz",NA
"Bromus erectus","Aufrechte Trespe","Staudengärtnerei StaudenSpatz",NA
"Bryonia alba","Weiße Zaunrübe","Staudengärtnerei StaudenSpatz",NA
"Bryonia dioica","Rotfrüchtige Zaunrübe","Staudengärtnerei StaudenSpatz",NA
"Buglossoides purpurocaerulea","Purpurblauer Steinsame,Purpurblaue Rindszunge","Staudengärtnerei StaudenSpatz",NA
"Buphthalmum salicifolium","Ochsenauge,Weidenblatt-Rindsauge","Staudengärtnerei StaudenSpatz",NA
"Bupleurum falcatum","Sichel-Hasenohr,Sichelblättriges Hasenohr","Staudengärtnerei StaudenSpatz",NA
"Bupleurum longifolium","Langblättriges Hasenohr","Staudengärtnerei StaudenSpatz",NA
"Bupleurum ranunculoides","Hahnenfuß-Hasenohr,Berg-Hasenohr","Staudengärtnerei StaudenSpatz",NA
"Bupleurum rotundifolium","Rundblättriges Hasenohr,Acker-Hasenohr, Durchwachskraut, Durchwachs-Hasenohr","Staudengärtnerei StaudenSpatz",NA
"Butomus umbellatus","Schwanenblume,Wasserliesch, Blumenbinse","Staudengärtnerei StaudenSpatz",NA
"Cakile maritima","Europäischer Meersenf","Staudengärtnerei StaudenSpatz",NA
"Calamagrostis arundinacea","Wald-Reitgras","Staudengärtnerei StaudenSpatz",NA
"Calamagrostis canescens","Sumpf-Reitgras","Staudengärtnerei StaudenSpatz",NA
"Calamagrostis pseudophragmites","Ufer-Reitgras","Staudengärtnerei StaudenSpatz",NA
"Calamagrostis varia","Berg-Reitgras","Staudengärtnerei StaudenSpatz",NA
"Calamintha nepeta","Kleinblütige Bergminze,Steinquendel","Staudengärtnerei StaudenSpatz",NA
"Calendula arvensis","Acker-Ringelblume","Staudengärtnerei StaudenSpatz",NA
"Calla palustris","Sumpfkalla,Drachenwurz","Staudengärtnerei StaudenSpatz",NA
"Callitriche palustris","Sumpf-Wasserstern,Frühlings-Wasserstern","Staudengärtnerei StaudenSpatz",NA
"Calluna vulgaris","Besenheide,Heidekraut","Staudengärtnerei StaudenSpatz",NA
"Caltha palustris","Sumpf-Dotterblume","Staudengärtnerei StaudenSpatz",NA
"Campanula bononiensis","Bologneser Glockenblume","Staudengärtnerei StaudenSpatz",NA
"Campanula cervicaria","Borstige Glockenblume","Staudengärtnerei StaudenSpatz",NA
"Campanula cochleariifolia","Zwerg-Glockenblume,Niedliche Glockenblume","Staudengärtnerei StaudenSpatz",NA
"Campanula glomerata","Knäuel-Glockenblume,Büschelglockenblume, Knäuekblütige Glockenblume","Staudengärtnerei StaudenSpatz",NA
"Campanula latifolia","Breitblättrige Glockenblume","Staudengärtnerei StaudenSpatz",NA
"Campanula patula","Wiesen-Glockenblume","Staudengärtnerei StaudenSpatz",NA
"Campanula persicifolia","Pfirsichblättrige Glockenblume","Staudengärtnerei StaudenSpatz",NA
"Campanula rapunculus","Rapunzel-Glockenblume","Staudengärtnerei StaudenSpatz",NA
"Campanula rhomboidalis","Rautenblättrige Glockenblume","Staudengärtnerei StaudenSpatz",NA
"Campanula rotundifolia","Rundblättrige Glockenblume","Staudengärtnerei StaudenSpatz",NA
"Campanula scheuchzeri","Scheuchzers Glockenblume","Staudengärtnerei StaudenSpatz",NA
"Campanula sibirica","Steppen-Glockenblume","Staudengärtnerei StaudenSpatz",NA
"Campanula trachelium","Nesselblättrige Glockenblume","Staudengärtnerei StaudenSpatz",NA
"Cardamine alpina","Alpen-Schaumkraut","Staudengärtnerei StaudenSpatz",NA
"Cardamine amara","Kressen-Schaumkraut","Staudengärtnerei StaudenSpatz",NA
"Cardamine bulbifera","Zwiebel-Schaumkraut","Staudengärtnerei StaudenSpatz",NA
"Cardamine flexuosa","Wald-Schaumkraut","Staudengärtnerei StaudenSpatz",NA
"Cardamine impatiens","Spring-Schaumkraut","Staudengärtnerei StaudenSpatz",NA
"Cardamine pratensis","Wiesen-Schaumkraut","Staudengärtnerei StaudenSpatz",NA
"Carduus acanthoides","Weg-Distel","Staudengärtnerei StaudenSpatz",NA
"Carduus defloratus","Alpen-Distel","Staudengärtnerei StaudenSpatz",NA
"Carduus nutans","Nickende Distel","Staudengärtnerei StaudenSpatz",NA
"Carex acuta","Schlank-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex alba","Weiße Segge","Staudengärtnerei StaudenSpatz",NA
"Carex arenaria","Sand-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex brizoides","Zittergras-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex caryophyllea","Frühlings-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex davalliana","Davalls Segge,Torf-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex diandra","Draht-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex digitata","Finger-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex divulsa","Westfälische Segge,Leers Segge, Vielblättrige Segge","Staudengärtnerei StaudenSpatz",NA
"Carex elata","Steife Segge","Staudengärtnerei StaudenSpatz",NA
"Carex ericetorum","Heide-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex flacca","Blaugrüne Segge","Staudengärtnerei StaudenSpatz",NA
"Carex flava","Gelbe Segge","Staudengärtnerei StaudenSpatz",NA
"Carex humilis","Erd-Segge,Zwergsegge","Staudengärtnerei StaudenSpatz",NA
"Carex leporina","Hasenpfoten-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex montana","Berg-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex nigra","Wiesen-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex obtusata","Stumpfe Segge","Staudengärtnerei StaudenSpatz",NA
"Carex ornithopoda","Vogelfuß-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex panicea","Hirse-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex paniculata","Rispen-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex pendula","Hänge-Segge,Riesen-Segge, Große Segge, Hängende Segge","Staudengärtnerei StaudenSpatz",NA
"Carex pilulifera","Pillen-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex pseudocyperus","Scheinzypergras-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex remota","Winkel-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex riparia","Ufer-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex rostrata","Schnabel-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex sempervirens","Horst-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex spicata","Dichtährige Segge","Staudengärtnerei StaudenSpatz",NA
"Carex sylvatica","Wald-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex umbrosa","Schatten-Segge","Staudengärtnerei StaudenSpatz",NA
"Carex vulpina","Fuchs-Segge","Staudengärtnerei StaudenSpatz",NA
"Carlina acaulis","Silberdistel,Große Eberwurz","Staudengärtnerei StaudenSpatz",NA
"Carlina vulgaris","Golddistel","Staudengärtnerei StaudenSpatz",NA
"Carum carvi","Echter Kümmel","Staudengärtnerei StaudenSpatz",NA
"Centaurea cyanus","Kornblume","Staudengärtnerei StaudenSpatz",NA
"Centaurea jacea","Wiesen-Flockenblume","Staudengärtnerei StaudenSpatz",NA
"Centaurea montana","Berg-Flockenblume","Staudengärtnerei StaudenSpatz",NA
"Centaurea nigra","Schwarze Flockenblume","Staudengärtnerei StaudenSpatz",NA
"Centaurea nigrescens","Schwärzliche Flockenblume","Staudengärtnerei StaudenSpatz",NA
"Centaurea phrygia","Phrygische Flockenblume","Staudengärtnerei StaudenSpatz",NA
"Centaurea pseudophrygia","Perücken-Flockenblume","Staudengärtnerei StaudenSpatz",NA
"Centaurea scabiosa","Skabiosen-Flockenblume","Staudengärtnerei StaudenSpatz",NA
"Centaurea stoebe","Rispen-Flockenblume","Staudengärtnerei StaudenSpatz",NA
"Centaurium erythraea","Echtes Tausendgüldenkraut","Staudengärtnerei StaudenSpatz",NA
"Cephalanthera damasonium","Bleiches Waldvöglein","Staudengärtnerei StaudenSpatz",NA
"Cerastium arvense","Acker-Hornkraut","Staudengärtnerei StaudenSpatz",NA
"Ceratophyllum demersum","Raues Hornblatt,Gemeines Hornblatt","Staudengärtnerei StaudenSpatz",NA
"Ceratophyllum submersum","Zartes Hornblatt","Staudengärtnerei StaudenSpatz",NA
"Cerinthe minor","Kleine Wachsblume","Staudengärtnerei StaudenSpatz",NA
"Chaerophyllum aromaticum","Gewürz-Kälberkropf","Staudengärtnerei StaudenSpatz",NA
"Chaerophyllum aureum","Gold-Kälberkropf","Staudengärtnerei StaudenSpatz",NA
"Chaerophyllum bulbosum","Knolliger Kälberkropf","Staudengärtnerei StaudenSpatz",NA
"Chaerophyllum hirsutum","Behaarter Kälberkropf","Staudengärtnerei StaudenSpatz",NA
"Chamaecytisus ratisbonensis","Regensburger Zwergginster,Cytisus ratisbonensis","Staudengärtnerei StaudenSpatz",NA
"Chamaecytisus supinus","Kopf-Zwergginster","Staudengärtnerei StaudenSpatz",NA
"Chenopodium bonus-henricus","Guter Heinrich","Staudengärtnerei StaudenSpatz",NA
"Chenopodium foliosum","Echter Erdbeerspinat","Staudengärtnerei StaudenSpatz",NA
"Chenopodium hybridum","Stechapfelblättriger Gänsefuß","Staudengärtnerei StaudenSpatz",NA
"Chondrilla juncea","Großer Knorpellattich,Binsen-Knorpellattich","Staudengärtnerei StaudenSpatz",NA
"Chrysosplenium alternifolium","Wechselblättriges Milzkraut,Gold-Milzkraut","Staudengärtnerei StaudenSpatz",NA
"Cicerbita alpina","Alpen-Milchlattich","Staudengärtnerei StaudenSpatz",NA
"Cicerbita plumieri","Französischer Milchlattich","Staudengärtnerei StaudenSpatz",NA
"Cichorium intybus","Wegwarte","Staudengärtnerei StaudenSpatz",NA
"Cicuta virosa","Wasserschierling,Gift-Wasserschierling","Staudengärtnerei StaudenSpatz",NA
"Circaea lutetiana","Großes Hexenkraut,Gewöhnliches Hexenkraut","Staudengärtnerei StaudenSpatz",NA
"Cirsium acaule","Stängellose Kratzdistel","Staudengärtnerei StaudenSpatz",NA
"Cirsium acaulon","Stängellose Kratzdistel","Staudengärtnerei StaudenSpatz",NA
"Cirsium canum","Graue Kratzdistel","Staudengärtnerei StaudenSpatz",NA
"Cirsium eriophorum","Wollkopf-Kratzdistel","Staudengärtnerei StaudenSpatz",NA
"Cirsium oleraceum","Kohldistel","Staudengärtnerei StaudenSpatz",NA
"Cirsium palustre","Sumpf-Kratzdistel","Staudengärtnerei StaudenSpatz",NA
"Cirsium rivulare","Bach-Kratzdistel","Staudengärtnerei StaudenSpatz",NA
"Cirsium tuberosum","Knollen-Kratzdistel","Staudengärtnerei StaudenSpatz",NA
"Cladium mariscus","Binsen-Schneide","Staudengärtnerei StaudenSpatz",NA
"Clematis recta","Aufrechte Waldrebe","Staudengärtnerei StaudenSpatz",NA
"Clinopodium vulgare","Gemeiner Wirbeldost","Staudengärtnerei StaudenSpatz",NA
"Cochlearia officinalis","Echtes Löffelkraut","Staudengärtnerei StaudenSpatz",NA
"Colchicum autumnale","Herbstzeitlose","Staudengärtnerei StaudenSpatz",NA
"Colutea arborescens","Gelber Blasenstrauch","Staudengärtnerei StaudenSpatz",NA
"Comarum palustre","Sumpf-Blutauge","Staudengärtnerei StaudenSpatz",NA
"Conium maculatum","Gefleckter Schierling","Staudengärtnerei StaudenSpatz",NA
"Consolida regalis","Gewöhnlicher Feldrittersporn,Ackerrittersporn","Staudengärtnerei StaudenSpatz",NA
"Convallaria majalis","Maiglöckchen","Staudengärtnerei StaudenSpatz",NA
"Cornus mas","Kornelkirsche","Staudengärtnerei StaudenSpatz",NA
"Coronilla coronata","Berg-Kronwicke","Staudengärtnerei StaudenSpatz",NA
"Coronilla vaginalis","Scheiden-Kronwicke","Staudengärtnerei StaudenSpatz",NA
"Corydalis cava","Hohler Lerchensporn,Hohlknolliger Lerchensporn","Staudengärtnerei StaudenSpatz",NA
"Corydalis intermedia","Mittlerer Lerchensporn","Staudengärtnerei StaudenSpatz",NA
"Corydalis pumila","Zwerg-Lerchensporn","Staudengärtnerei StaudenSpatz",NA
"Corydalis solida","Gefingerter Lerchensporn","Staudengärtnerei StaudenSpatz",NA
"Corynephorus canescens","Gewöhnliches Silbergras","Staudengärtnerei StaudenSpatz",NA
"Cotoneaster integerrimus","Gewöhnliche Zwergmispel","Staudengärtnerei StaudenSpatz",NA
"Crambe maritima","Echter Meerkohl","Staudengärtnerei StaudenSpatz",NA
"Crataegus laevigata","Zweigriffeliger Weißdorn","Staudengärtnerei StaudenSpatz",NA
"Crataegus macrocarpa","Großfrüchtiger Weißdorn","Staudengärtnerei StaudenSpatz",NA
"Crepis biennis","Wiesen-Pippau","Staudengärtnerei StaudenSpatz",NA
"Crepis paludosa","Sumpf-Pippau","Staudengärtnerei StaudenSpatz",NA
"Crepis tectorum","Dach-Pippau","Staudengärtnerei StaudenSpatz",NA
"Cruciata laevipes","Gewimpertes Kreuzlabkraut","Staudengärtnerei StaudenSpatz",NA
"Cyclamen purpurascens","Europäisches Alpenveilchen","Staudengärtnerei StaudenSpatz",NA
"Cymbalaria muralis","Zimbelkraut","Staudengärtnerei StaudenSpatz",NA
"Cynoglossum officinale","Echte Hundszunge,Gewöhnliche Hundszunge","Staudengärtnerei StaudenSpatz",NA
"Cynosurus cristatus","Weide-Kammgras","Staudengärtnerei StaudenSpatz",NA
"Cyperus longus","Hohes Zypergras","Staudengärtnerei StaudenSpatz",NA
"Cystopteris fragilis","Zerbrechlicher Blasenfarn,Gewöhnlicher Blasenfarn","Staudengärtnerei StaudenSpatz",NA
"Cytisus nigricans","Schwarzer Geißklee","Staudengärtnerei StaudenSpatz",NA
"Dactylis polygama","Wald-Knaulgras","Staudengärtnerei StaudenSpatz",NA
"Dactylorhiza incarnata","Steifblättrige Fingerwurz,Fleischfarbenes Knabenkraut","Staudengärtnerei StaudenSpatz",NA
"Dactylorhiza praetermissa","Übersehene Fingerwurz,Übersehenes Knabenkraut","Staudengärtnerei StaudenSpatz",NA
"Danthonia decumbens","Dreizahn","Staudengärtnerei StaudenSpatz",NA
"Daphne cneorum","Rosmarin-Seidelbast","Staudengärtnerei StaudenSpatz",NA
"Daphne mezereum","Echter Seidelbast","Staudengärtnerei StaudenSpatz",NA
"Descurainia sophia","Gewöhnliche Besenrauke","Staudengärtnerei StaudenSpatz",NA
"Dianthus arenarius","Sand-Nelke","Staudengärtnerei StaudenSpatz",NA
"Dianthus armeria","Raue Nelke,Büschel-Nelke","Staudengärtnerei StaudenSpatz",NA
"Dianthus carthusianorum","Karthäuser-Nelke","Staudengärtnerei StaudenSpatz",NA
"Dianthus deltoides","Heide-Nelke","Staudengärtnerei StaudenSpatz",NA
"Dianthus gratianopolitanus","Pfingst-Nelke,Grenobler Nelke","Staudengärtnerei StaudenSpatz",NA
"Dianthus superbus","Pracht-Nelke","Staudengärtnerei StaudenSpatz",NA
"Dichoropetalum carvifolia","Kümmelblatt-Haarstrang","Staudengärtnerei StaudenSpatz",NA
"Dictamnus albus","Diptam","Staudengärtnerei StaudenSpatz",NA
"Digitalis grandiflora","Großblütiger Fingerhut","Staudengärtnerei StaudenSpatz",NA
"Digitalis lutea","Gelber Fingerhut","Staudengärtnerei StaudenSpatz",NA
"Dipsacus pilosus","Behaarte Karde","Staudengärtnerei StaudenSpatz",NA
"Doronicum pardalianches","Kriechende Gämswurz","Staudengärtnerei StaudenSpatz",NA
"Draba aizoides","Immergrünes Felsenblümchen,Hungerblümchen","Staudengärtnerei StaudenSpatz",NA
"Dracocephalum ruyschiana","Nordischer Drachenkopf,Schwedischer Drachenkopf","Staudengärtnerei StaudenSpatz",NA
