"Wissenschaftlicher Name","Deutscher Name","Produzent","URL"
"Amelanchier ovalis","Gewöhnliche Felsenbirne,Echte Felsenbirne","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2240/amelanchier-ovalis"
"Anagallis arvensis","Acker-Gauchheil,Roter Gauchheil, Nebelpflanze, Weinbergsstern, Wetterkraut","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3287/anagallis-arvensis-sa"
"Anchusa arvensis","Acker-Ochsenzunge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3290/anchusa-arvensis-sa"
"Anchusa officinalis","Gemeine Ochsenzunge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2955/anchusa-officinalis"
"Anemone nemorosa","Busch-Windröschen","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2981/anemone-nemorosa"
"Anemone ranunculoides","Gelbes Windröschen","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3001/anemone-ranunculoides"
"Anemone sylvestris","Großes Windröschen","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3012/anemone-sylvestris"
"Angelica archangelica","Echte Engelwurz","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3032/angelica-archangelica"
"Angelica palustris","Sumpf-Engelwurz","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3517/pak-917-saatgut-feuchtwiese"
"Angelica sylvestris","Wald-Engelwurz,Wilde Engelswurz","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3043/angelica-sylvestris"
"Antennaria dioica","Gewöhnliche Katzenpfötchen","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3056/antennaria-dioica"
"Anthemis arvensis","Acker-Hundskamille","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3166/anthemis-arvensis-sa"
"Anthemis tinctoria","Färberkamille,Färber-Hundskamille","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2306/anthemis-tinctoria"
"Anthericum liliago","Traubige Graslilie,Astlose Graslilie","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2320/anthericum-liliago"
"Anthericum ramosum","Ästige Graslilie,Rispige Graslilie","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2332/anthericum-ramosum"
"Anthoxanthum odoratum","Gewöhnliches Ruchgras","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2259/anthoxanthum-odoratum"
"Anthriscus cerefolium","Echter Kerbel","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3175/anthriscus-cerefolium-sa-de-oeko-006"
"Anthyllis vulneraria","Gewöhnlicher Wundklee","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2362/anthyllis-vulneraria"
"Antirrhinum orontium","Acker-Löwenmaul","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3187/antirrhinum-orontium-sa"
"Apium graveolens","Sellerie","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1802/apium-graveolens"
"Apium nodiflorum","Knotenblütiger Sellerie,Sumpfschirm","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2393/apium-nodiflorum"
"Aquilegia atrata","Schwarzviolette Akelei","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2404/aquilegia-atrata"
"Aquilegia vulgaris","Gemeine Akelei","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2411/aquilegia-vulgaris"
"Arctium tomentosum","Filz-Klette","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2459/arctium-tomentosum"
"Arctostaphylos uva-ursi","Echte Bärentraube","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1811/arctostaphylos-uva-ursi"
"Armeria arenaria","Wegerich-Grasnelke","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3441/pak-428-lebensraum-fuer-sandbienen"
"Armeria maritima","Strand-Grasnelke","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1822/armeria-maritima"
"Arnica montana","Echte Arnika","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2524/campanula-barbata"
"Artemisia absinthium","Echter Wermut,Absinth","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1883/artemisia-absinthium"
"Artemisia austriaca","Österreich-Wermut,Österreichischer Beifuß","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1893/artemisia-austriaca"
"Artemisia campestris","Feld-Beifuß","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2574/artemisia-campestris"
"Artemisia maritima","Strand-Beifuß","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3439/pak-426-pflegeleichte-stauden-fuer-kies-und-sch"
"Artemisia pontica","Pontischer Beifuß,Römischer Wermut","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1915/artemisia-pontica"
"Arum maculatum","Gefleckter Aronstab","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2627/arum-maculatum"
"Aruncus dioicus","Wald-Geißbart","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2637/aruncus-dioicus-sylvestris"
"Asarum europaeum","Heimische Haselwurz,Gewöhnliche Haselwurz","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2648/asarum-europaeum"
"Asperula cynanchica","Hügel-Meier","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1928/asperula-cynanchica"
"Asperula tinctoria","Färber-Meier","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1939/asperula-tinctoria"
"Asplenium scolopendrium","Hirschzungenfarn,Hirschzunge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1948/asplenium-phyllitis-scolopendrium"
"Asplenium trichomanes","Braunstieliger Streifenfarn","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1960/asplenium-trichomanes"
"Aster alpinus","Alpen-Aster","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2703/aster-alpinus"
"Aster amellus","Berg-Aster,Kalk-Aster","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2728/aster-amellus"
"Aster linosyris","Goldhaar-Aster","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1971/aster-linosyris-galatella-linosyris"
"Astragalus cicer","Kicher-Tragant","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2970/astragalus-cicer"
"Astragalus glycyphyllos","Bärenschote","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2977/astragalus-glycyphyllos"
"Astrantia major","Große Sterndolde","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2989/astrantia-major"
"Athamanta cretensis","Alpen-Augenwurz,Zottige Augenwurz","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3018/athamanta-cretensis"
"Ballota nigra","Schwarznessel","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3039/ballota-nigra"
"Barbarea vulgaris","Winterkresse,Barbarkraut","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3050/barbarea-vulgaris"
"Berberis vulgaris","Berberitze,Sauerdorn","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2004/berberis-vulgaris"
"Berteroa incana","Graukresse","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1720/berteroa-incana-sa-10qm"
"Berula erecta","Berle,Kleiner Merk, Schmalblättriger Merk","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2238/carex-acutiformis"
"Betula humilis","Niedrige Birke","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2026/betula-humilis"
"Betula nana","Zwerg-Birke","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2036/betula-nana"
"Biscutella laevigata","Glatt-Brillenschötchen","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3510/pak-908-zusatzsaatgut-f-dachbegruenungen"
"Bistorta officinalis","Schlangen-Wiesenknöterich","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3081/bistorta-officinalis-polygonum-oder-persicaria-b"
"Blechnum spicant","Rippenfarn,Waldrippenfarn","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2049/blechnum-spicant"
"Brachypodium pinnatum","Fieder-Zwenke","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2061/brachypodium-pinnatum"
"Brachypodium sylvaticum","Wald-Zwenke","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2072/brachypodium-sylvaticum"
"Briza media","Gewöhnliches Zittergras","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2102/briza-media"
"Bromus erectus","Aufrechte Trespe","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3507/pak-904-magerrasen-saatgut-fuer-trockene-standorte"
"Bryonia dioica","Rotfrüchtige Zaunrübe","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2336/bryonia-dioica"
"Buphthalmum salicifolium","Ochsenauge,Weidenblatt-Rindsauge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2381/buphthalmum-salicifolium"
"Bupleurum falcatum","Sichel-Hasenohr,Sichelblättriges Hasenohr","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2390/bupleurum-falcatum"
"Bupleurum ranunculoides","Hahnenfuß-Hasenohr,Berg-Hasenohr","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2399/bupleurum-ranunculoides"
"Bupleurum rotundifolium","Rundblättriges Hasenohr,Acker-Hasenohr, Durchwachskraut, Durchwachs-Hasenohr","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3193/bupleurum-rotundifolium-sa-de-oeko-006"
"Butomus umbellatus","Schwanenblume,Wasserliesch, Blumenbinse","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1764/butomus-umbellatus"
"Calamagrostis arundinacea","Wald-Reitgras","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3429/pak-415-solitaerstauden-f-sonnige-bis-halbschat"
"Calamagrostis varia","Berg-Reitgras","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2154/calamagrostis-varia"
"Calamintha nepeta","Kleinblütige Bergminze,Steinquendel","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2435/calamintha-nepeta-sspnepeta"
"Calendula arvensis","Acker-Ringelblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1723/calendula-arvensis-sa-10qm"
"Calla palustris","Sumpfkalla,Drachenwurz","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1785/calla-palustris"
"Callitriche palustris","Sumpf-Wasserstern,Frühlings-Wasserstern","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1789/callitriche-palustris"
"Calluna vulgaris","Besenheide,Heidekraut","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2208/calluna-vulgaris-wildform"
"Caltha palustris","Sumpf-Dotterblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1726/caltha-palustris"
"Campanula cochleariifolia","Zwerg-Glockenblume,Niedliche Glockenblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2536/campanula-cochleariifolia"
"Campanula glomerata","Knäuel-Glockenblume,Büschelglockenblume, Knäuekblütige Glockenblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2558/campanula-glomerata"
"Campanula latifolia","Breitblättrige Glockenblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2575/campanula-latifolia"
"Campanula patula","Wiesen-Glockenblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1686/campanula-patula-sa-10qm"
"Campanula persicifolia","Pfirsichblättrige Glockenblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2601/campanula-persicifolia"
"Campanula rapunculus","Rapunzel-Glockenblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1691/campanula-rapunculus-sa-10qm"
"Campanula rotundifolia","Rundblättrige Glockenblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2666/campanula-rotundifolia"
"Campanula scheuchzeri","Scheuchzers Glockenblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2943/phyteuma-scheuchzeri"
"Campanula trachelium","Nesselblättrige Glockenblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2710/campanula-trachelium"
"Cardamine amara","Kressen-Schaumkraut","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1753/cardamine-amara"
"Cardamine pratensis","Wiesen-Schaumkraut","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2741/cardamine-pratensis"
"Carduus defloratus","Alpen-Distel","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2764/carduus-defloratus"
"Carduus nutans","Nickende Distel","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2773/carduus-nutans"
"Carex acuta","Schlank-Segge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3518/pak-918-saatgut-ufermischung"
"Carex alba","Weiße Segge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2249/carex-alba"
"Carex arenaria","Sand-Segge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3510/pak-908-zusatzsaatgut-f-dachbegruenungen"
"Carex flacca","Blaugrüne Segge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2258/carex-flacca-glauca"
"Carex flava","Gelbe Segge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2267/carex-flava"
"Carex humilis","Erd-Segge,Zwergsegge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1799/carex-humilis"
"Carex montana","Berg-Segge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1817/carex-montana"
"Carex nigra","Wiesen-Segge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1828/carex-nigra"
"Carex panicea","Hirse-Segge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1839/carex-panicea"
"Carex paniculata","Rispen-Segge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1853/carex-paniculata"
"Carex pendula","Hänge-Segge,Riesen-Segge, Große Segge, Hängende Segge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1864/carex-pendula"
"Carex pseudocyperus","Scheinzypergras-Segge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1767/carex-pseudocyperus"
"Carex remota","Winkel-Segge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1875/carex-remota"
"Carex riparia","Ufer-Segge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1886/carex-riparia"
"Carex rostrata","Schnabel-Segge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2688/campanula-rotundifolia-white-gem"
"Carex sylvatica","Wald-Segge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1899/carex-sylvatica"
"Carex umbrosa","Schatten-Segge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1910/carex-umbrosa"
"Carex vulpina","Fuchs-Segge","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1922/carex-vulpina"
"Carlina acaulis","Silberdistel,Große Eberwurz","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2807/carlina-acaulis"
"Carlina vulgaris","Golddistel","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2820/carlina-vulgaris"
"Carum carvi","Echter Kümmel","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2832/carum-carvi"
"Centaurea cyanus","Kornblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1703/centaurea-cyanus-sa-10qm"
"Centaurea jacea","Wiesen-Flockenblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2857/centaurea-jacea-sspjacea"
"Centaurea montana","Berg-Flockenblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2866/centaurea-montana"
"Centaurea nigra","Schwarze Flockenblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2900/centaurea-nigra-sspnemoralis"
"Centaurea nigrescens","Schwärzliche Flockenblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/3507/pak-904-magerrasen-saatgut-fuer-trockene-standorte"
"Centaurea phrygia","Phrygische Flockenblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2931/centaurea-pseudophrygia"
"Centaurea pseudophrygia","Perücken-Flockenblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2931/centaurea-pseudophrygia"
"Centaurea scabiosa","Skabiosen-Flockenblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2941/centaurea-scabiosa-sspalpestris"
"Centaurea stoebe","Rispen-Flockenblume","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2968/centaurea-stoebe"
"Centaurium erythraea","Echtes Tausendgüldenkraut","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2986/centaurium-erythraea-umbellatum"
"Ceratophyllum demersum","Raues Hornblatt,Gemeines Hornblatt","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/1780/ceratophyllum-demersum"
"Chaerophyllum aromaticum","Gewürz-Kälberkropf","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2356/chaerophyllum-aromaticum"
"Chaerophyllum aureum","Gold-Kälberkropf","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2363/chaerophyllum-aureum"
"Chaerophyllum hirsutum","Behaarter Kälberkropf","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2371/chaerophyllum-hirsutum"
"Chamaecytisus ratisbonensis","Regensburger Zwergginster,Cytisus ratisbonensis","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2002/chamaecytisus-ratisbonensis"
"Chamaecytisus supinus","Kopf-Zwergginster","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2013/chamaecytisus-supinus"
"Chenopodium bonus-henricus","Guter Heinrich","Kräuter- und Wildpflanzen-Gärtnerei Strickler","https://www.gaertnerei-strickler.de/artikel/2042/chenopodium-bonus-henricus"
